team,epa_2025_total_points_mean,epa_2025_total_points_sd,epa_2025_unitless,epa_2025_norm,epa_2025_conf_low,epa_2025_conf_high,epa_2025_breakdown_total_points,epa_2025_breakdown_auto_points,epa_2025_breakdown_teleop_points,epa_2025_breakdown_endgame_points,epa_2025_breakdown_auto_rp,epa_2025_breakdown_coral_rp,epa_2025_breakdown_barge_rp,epa_2025_breakdown_tiebreaker_points,epa_2025_breakdown_auto_leave_points,epa_2025_breakdown_auto_coral,epa_2025_breakdown_auto_coral_points,epa_2025_breakdown_teleop_coral,epa_2025_breakdown_teleop_coral_points,epa_2025_breakdown_coral_l1,epa_2025_breakdown_coral_l2,epa_2025_breakdown_coral_l3,epa_2025_breakdown_coral_l4,epa_2025_breakdown_total_coral_points,epa_2025_breakdown_processor_algae,epa_2025_breakdown_processor_algae_points,epa_2025_breakdown_net_algae,epa_2025_breakdown_net_algae_points,epa_2025_breakdown_total_algae_points,epa_2025_breakdown_total_game_pieces,epa_2025_breakdown_barge_points,epa_2025_breakdown_rp_1,epa_2025_breakdown_rp_2,epa_2025_breakdown_rp_3,epa_2025_stats_start,epa_2025_stats_pre_champs,epa_2025_stats_max,epa_2025_ranks_total_rank,epa_2025_ranks_total_percentile,epa_2025_ranks_total_team_count,epa_2025_ranks_country_rank,epa_2025_ranks_country_percentile,epa_2025_ranks_country_team_count,epa_2025_ranks_state_rank,epa_2025_ranks_state_percentile,epa_2025_ranks_state_team_count,epa_2025_ranks_district_rank,epa_2025_ranks_district_percentile,epa_2025_ranks_district_team_count,epa_2024_total_points_mean,epa_2024_total_points_sd,epa_2024_unitless,epa_2024_norm,epa_2024_conf_low,epa_2024_conf_high,epa_2024_breakdown_total_points,epa_2024_breakdown_auto_points,epa_2024_breakdown_teleop_points,epa_2024_breakdown_endgame_points,epa_2024_breakdown_melody_rp,epa_2024_breakdown_ensemble_rp,epa_2024_breakdown_tiebreaker_points,epa_2024_breakdown_auto_leave_points,epa_2024_breakdown_auto_notes,epa_2024_breakdown_auto_note_points,epa_2024_breakdown_teleop_notes,epa_2024_breakdown_teleop_note_points,epa_2024_breakdown_amp_notes,epa_2024_breakdown_amp_points,epa_2024_breakdown_speaker_notes,epa_2024_breakdown_speaker_points,epa_2024_breakdown_amplified_notes,epa_2024_breakdown_total_notes,epa_2024_breakdown_total_note_points,epa_2024_breakdown_endgame_park_points,epa_2024_breakdown_endgame_on_stage_points,epa_2024_breakdown_endgame_harmony_points,epa_2024_breakdown_endgame_trap_points,epa_2024_breakdown_endgame_spotlight_points,epa_2024_breakdown_rp_1,epa_2024_breakdown_rp_2,epa_2024_stats_start,epa_2024_stats_pre_champs,epa_2024_stats_max,epa_2024_ranks_total_rank,epa_2024_ranks_total_percentile,epa_2024_ranks_total_team_count,epa_2024_ranks_country_rank,epa_2024_ranks_country_percentile,epa_2024_ranks_country_team_count,epa_2024_ranks_state_rank,epa_2024_ranks_state_percentile,epa_2024_ranks_state_team_count,epa_2024_ranks_district_rank,epa_2024_ranks_district_percentile,epa_2024_ranks_district_team_count
6153,28.58,4.96,1506.0,1549.0,-0.77,0.99,28.58,1.99,18.73,7.85,0.1763,-0.0698,0.36171,0.11,2.7,-0.15,-0.71,3.74,17.22,-0.06,0.39,0.83,2.5,16.51,0.34,1.03,0.12,0.48,1.51,4.11,7.85,0.1763,-0.0698,0.36171,28.7,28.58,28.99,929,0.7499,3715,761,0.7419,2949,9,0.4706,17,78,0.5916,191,21.52,4.55,1580.0,1558.0,-0.75,1.0,21.52,7.52,13.15,0.85,0.199,-0.0023,0.06,1.47,1.21,6.05,5.89,13.15,1.03,1.02,6.07,18.18,0.8,7.1,19.2,0.53,0.65,0.16,-0.36,-0.13,0.199,-0.0023,16.86,21.52,21.52,904.0,0.74,3477.0,781.0,0.7224,2813.0,8.0,0.5789,19.0,74.0,0.5934,182.0
6155,6.45,5.17,1356.0,1365.0,-0.75,1.01,6.45,3.15,1.08,2.21,0.0569,-0.1636,0.06276,-0.06,2.81,0.05,0.33,0.55,3.13,-0.27,0.06,0.26,0.53,3.46,-0.16,-0.49,-0.39,-1.55,-2.04,0.02,2.21,0.0569,-0.1636,0.06276,14.53,6.45,8.3,3600,0.0302,3712,2859,0.0299,2947,165,0.0571,175,177,0.0585,188,8.05,1.98,1415.0,1431.0,-0.8,0.96,8.05,3.69,3.32,1.03,-0.0634,-0.0443,-0.03,1.69,0.4,2.0,1.92,3.32,0.36,0.35,1.96,4.98,-0.05,2.32,5.33,0.88,0.14,0.0,-0.02,0.03,-0.0634,-0.0443,6.27,8.05,8.15,2750.0,0.2091,3477.0,2249.0,0.2005,2813.0,118.0,0.3218,174.0,127.0,0.3245,188.0
6160,11.92,6.05,1393.0,1418.0,-1.09,1.13,11.92,3.56,8.18,0.19,0.3158,-0.0293,-0.08066,-0.06,2.21,0.42,1.35,4.12,9.72,2.78,1.15,0.2,0.02,11.07,-0.14,-0.41,-0.28,-1.14,-1.55,3.72,0.19,0.3158,-0.0293,-0.08066,18.19,11.92,11.92,3154,0.1503,3712,2552,0.134,2947,179,0.0579,190,1688,0.1392,1961,6.78,2.07,1400.0,1413.0,-1.2,1.02,6.78,2.71,3.4,0.67,-0.0445,0.0034,-0.02,0.48,0.45,2.23,1.95,3.4,0.16,0.16,2.23,5.47,-0.11,2.39,5.63,0.7,-0.02,-0.03,-0.03,0.05,-0.0445,0.0034,13.52,6.78,6.78,3006.0,0.1355,3477.0,2458.0,0.1262,2813.0,175.0,0.0691,188.0,1547.0,0.1425,1804.0
6161,16.79,7.23,1426.0,1462.0,-0.91,0.87,16.79,3.02,11.53,2.24,0.2157,-0.0665,0.14545,0.02,2.9,0.07,0.13,2.83,11.62,0.53,0.41,0.08,1.79,11.75,-0.04,-0.11,0.01,0.02,-0.08,2.74,2.24,0.2157,-0.0665,0.14545,17.4,16.79,19.22,2469,0.3354,3715,2027,0.3126,2949,16,0.0588,17,151,0.2094,191,8.64,3.51,1422.0,1438.0,-0.86,0.91,8.64,2.39,3.05,3.2,-0.1008,0.0581,0.23,1.37,0.2,1.02,1.4,3.05,1.08,1.07,0.52,3.0,0.45,1.6,4.07,0.0,2.69,0.21,0.13,0.16,-0.1008,0.0581,8.9,8.64,8.92,2639.0,0.241,3477.0,2165.0,0.2304,2813.0,16.0,0.1579,19.0,162.0,0.1099,182.0
6162,23.25,3.5,1470.0,1513.0,-1.96,1.96,23.25,4.76,15.81,2.68,0.1248,-0.0801,0.09482,0.03,2.43,0.4,2.32,3.4,13.45,0.57,0.51,0.87,1.74,15.77,0.29,0.86,0.38,1.5,2.36,4.37,2.68,0.1248,-0.0801,0.09482,23.25,23.25,23.25,1416,0.6185,3712,79,0.5907,193,58,0.5538,130,58,0.5538,130,19.49,2.88,1555.0,1542.0,-0.7,1.03,19.49,5.84,13.21,0.44,0.3168,-0.1713,0.26,1.23,0.9,4.61,5.38,13.21,1.24,1.2,5.05,16.62,1.24,6.28,17.83,0.63,-0.1,0.0,-0.14,0.04,0.3168,-0.1713,8.91,19.49,19.49,1088.0,0.6871,3477.0,67.0,0.665,200.0,56.0,0.5882,136.0,56.0,0.5882,136.0
6166,25.56,3.5,1486.0,1530.0,-1.96,1.96,25.56,5.23,17.38,2.95,0.1372,-0.0786,0.10451,0.04,2.68,0.44,2.56,3.74,14.78,0.63,0.56,0.96,1.92,17.34,0.32,0.95,0.41,1.65,2.6,4.8,2.95,0.1372,-0.0786,0.10451,25.56,25.56,25.56,1176,0.6832,3712,969,0.6712,2947,28,0.6,70,562,0.7134,1961,19.93,3.28,1560.0,1545.0,-1.0,1.12,19.93,9.55,8.14,2.24,0.2205,0.0458,0.09,1.91,1.51,7.63,3.66,8.14,1.03,1.01,4.14,14.76,0.63,5.17,15.77,0.1,1.81,0.38,-0.05,-0.01,0.2205,0.0458,11.82,19.93,20.23,1041.0,0.7006,3477.0,894.0,0.6822,2813.0,26.0,0.6061,66.0,454.0,0.7483,1804.0
6167,22.9,5.79,1468.0,1511.0,-0.75,1.15,22.9,3.84,13.63,5.43,0.2235,-0.1282,0.39397,0.18,3.05,0.29,0.78,1.95,7.55,0.53,0.17,0.19,1.01,8.33,2.14,6.42,-0.09,-0.34,6.08,3.96,5.43,0.2235,-0.1282,0.39397,19.58,22.9,23.03,1459,0.607,3712,1196,0.5942,2947,8,0.7714,35,8,0.7714,35,11.86,2.9,1462.0,1475.0,-0.99,0.77,11.86,6.01,4.89,0.95,-0.1318,-0.1817,-0.04,1.24,0.95,4.76,2.41,4.89,-0.08,-0.08,3.45,9.74,-0.0,3.36,9.66,1.04,-0.28,0.06,0.18,-0.04,-0.1318,-0.1817,8.6,11.86,13.65,2058.0,0.4081,3477.0,1720.0,0.3886,2813.0,14.0,0.44,25.0,45.0,0.5361,97.0
6168,15.15,3.73,1415.0,1448.0,-0.98,0.79,15.15,3.71,11.23,0.2,0.1622,0.0068,-0.11565,-0.06,2.54,0.21,1.17,3.45,13.32,0.78,0.54,0.39,1.81,14.49,-0.29,-0.88,-0.3,-1.21,-2.09,2.91,0.2,0.1622,0.0068,-0.11565,27.61,15.15,19.44,2693,0.2745,3712,54,0.129,62,368,0.3566,572,54,0.129,62,19.97,4.64,1561.0,1546.0,-0.98,0.77,19.97,5.31,12.49,2.18,0.245,-0.1147,0.12,0.86,0.92,4.44,5.91,12.49,1.17,1.23,5.65,15.71,0.61,6.83,16.93,0.06,2.04,0.03,-0.11,0.16,0.245,-0.1147,15.16,19.97,22.53,1035.0,0.7023,3477.0,28.0,0.541,61.0,83.0,0.8211,464.0,28.0,0.541,61.0
6170,18.89,3.61,1441.0,1480.0,-1.07,1.05,18.89,3.44,14.17,1.28,0.0002,-0.1216,-0.0969,0.17,3.26,0.0,0.18,3.9,12.89,0.29,2.03,1.62,-0.01,13.08,0.55,1.65,-0.09,-0.37,1.28,4.39,1.28,0.0002,-0.1216,-0.0969,22.64,18.89,19.13,1990,0.4639,3712,41,0.5233,86,242,0.5769,572,1022,0.4788,1961,16.17,3.5,1514.0,1515.0,-0.73,1.03,16.17,6.17,8.06,1.94,0.1383,0.0882,0.15,1.7,0.89,4.47,3.7,8.06,1.24,1.23,3.35,11.3,0.64,4.58,12.53,0.26,1.52,0.17,-0.0,-0.02,0.1383,0.0882,10.46,16.17,16.17,1471.0,0.5769,3477.0,19.0,0.7791,86.0,128.0,0.7241,464.0,681.0,0.6225,1804.0
6171,13.79,7.09,1406.0,1435.0,-0.97,0.98,13.79,4.43,8.94,0.42,0.1537,-0.1305,-0.00188,0.01,2.1,0.34,2.33,1.73,8.46,-0.11,0.02,0.59,1.6,10.79,0.11,0.32,0.04,0.17,0.48,2.25,0.42,0.1537,-0.1305,-0.00188,17.48,13.79,15.29,2919,0.2136,3712,2373,0.1948,2947,112,0.36,175,119,0.367,188,9.06,2.47,1427.0,1444.0,-0.96,0.82,9.06,4.41,4.18,0.47,-0.104,0.0848,0.15,1.75,0.53,2.66,2.01,4.18,0.6,0.6,1.94,6.25,0.26,2.54,6.85,0.26,0.24,-0.01,0.01,-0.04,-0.104,0.0848,9.45,9.06,10.3,2556.0,0.2649,3477.0,2099.0,0.2538,2813.0,110.0,0.3678,174.0,117.0,0.3777,188.0
6175,26.4,3.5,1491.0,1536.0,-1.96,1.96,26.4,5.4,17.95,3.05,0.1417,-0.078,0.10804,0.04,2.76,0.45,2.64,3.87,15.27,0.65,0.58,0.99,1.98,17.91,0.33,0.98,0.43,1.7,2.68,4.96,3.05,0.1417,-0.078,0.10804,26.4,26.4,26.4,1101,0.7034,3712,907,0.6922,2947,72,0.6211,190,521,0.7343,1961,23.21,2.87,1600.0,1571.0,-0.89,0.91,23.21,7.46,14.55,1.21,0.3098,-0.0368,0.34,1.6,1.19,5.85,5.57,14.55,2.51,2.54,4.25,17.87,1.96,6.75,20.4,0.31,1.22,-0.13,-0.15,-0.05,0.3098,-0.0368,11.69,23.21,24.05,758.0,0.782,3477.0,660.0,0.7654,2813.0,38.0,0.7979,188.0,319.0,0.8232,1804.0
6180,11.81,4.5,1392.0,1416.0,-0.83,0.94,11.81,0.9,8.28,2.63,-0.0469,-0.1753,0.21749,0.01,1.45,-0.09,-0.55,1.56,5.68,0.85,-0.1,-0.25,0.98,5.13,-0.22,-0.66,0.82,3.27,2.6,2.06,2.63,-0.0469,-0.1753,0.21749,16.42,11.81,12.45,3191,0.141,3715,2582,0.1244,2949,128,0.2686,175,137,0.2713,188,6.8,4.24,1400.0,1414.0,-0.94,0.83,6.8,5.24,0.12,1.44,-0.0123,-0.0593,-0.04,1.2,0.81,4.05,0.48,0.12,-0.07,-0.08,1.36,4.25,-0.3,1.29,4.17,0.67,0.24,-0.01,0.47,0.06,-0.0123,-0.0593,10.32,6.8,8.12,3003.0,0.1363,3477.0,2455.0,0.1273,2813.0,136.0,0.2184,174.0,145.0,0.2287,188.0
6181,26.05,3.5,1489.0,1534.0,-1.96,1.96,26.05,5.33,17.71,3.01,0.1398,-0.0783,0.10655,0.04,2.73,0.44,2.6,3.81,15.06,0.64,0.57,0.98,1.95,17.67,0.32,0.96,0.42,1.68,2.65,4.89,3.01,0.1398,-0.0783,0.10655,26.05,26.05,26.05,1137,0.6937,3712,933,0.6834,2947,22,0.6452,62,542,0.7236,1961,15.99,2.8,1512.0,1513.0,-0.98,1.16,15.99,5.21,6.29,4.49,0.0373,0.1244,0.01,1.64,0.71,3.57,3.09,6.29,1.07,1.07,2.74,8.78,0.39,3.81,9.85,0.28,2.32,-0.02,1.72,0.19,0.0373,0.1244,16.37,15.99,16.28,1494.0,0.5703,3477.0,1276.0,0.5464,2813.0,30.0,0.4737,57.0,695.0,0.6147,1804.0
6184,15.25,7.67,1416.0,1447.0,-0.94,1.21,15.25,4.05,9.87,1.33,0.0104,-0.1237,-0.01316,-0.05,2.41,0.24,1.63,2.51,10.84,0.06,0.48,0.78,1.48,12.48,-0.12,-0.36,-0.15,-0.62,-0.97,2.52,1.33,0.0104,-0.1237,-0.01316,21.23,15.25,15.25,2705,0.2719,3715,2207,0.2516,2949,56,0.3488,86,1464,0.2546,1964,14.65,4.17,1496.0,1502.0,-0.77,1.02,14.65,6.84,6.78,1.03,0.0145,-0.0182,0.15,1.21,1.12,5.63,3.42,6.78,0.98,0.97,3.57,11.45,0.31,4.54,12.41,0.27,0.4,-0.04,0.32,0.09,0.0145,-0.0182,9.83,14.65,15.15,1675.0,0.5183,3477.0,1417.0,0.4963,2813.0,31.0,0.6076,79.0,795.0,0.5593,1804.0
6186,22.98,6.35,1468.0,1511.0,-0.85,1.17,22.98,6.61,13.13,3.24,0.2055,0.1136,0.15558,0.22,2.45,0.56,4.16,2.53,10.19,0.02,0.53,1.29,1.3,14.35,0.71,2.14,0.2,0.8,2.93,4.06,3.24,0.2055,0.1136,0.15558,18.65,22.98,22.98,1451,0.6091,3712,1190,0.5962,2947,6,0.5,12,720,0.6328,1961,10.42,3.11,1444.0,1460.0,-0.7,1.23,10.42,4.82,5.3,0.3,0.2176,-0.1463,0.37,1.29,0.7,3.54,2.7,5.3,1.29,1.27,2.11,7.57,0.4,3.4,8.84,0.65,-0.2,-0.0,-0.11,-0.04,0.2176,-0.1463,8.6,10.42,10.42,2310.0,0.3356,3477.0,1918.0,0.3182,2813.0,8.0,0.3333,12.0,1156.0,0.3592,1804.0
6188,9.65,4.55,1378.0,1396.0,-1.11,1.06,9.65,1.22,7.23,1.21,0.187,-0.1438,0.07087,-0.08,0.67,0.11,0.55,2.2,8.06,0.43,0.28,1.02,0.5,8.62,-0.3,-0.89,0.01,0.06,-0.84,1.96,1.21,0.187,-0.1438,0.07087,14.32,9.65,9.65,3414,0.0803,3712,178,0.0777,193,8,0.1111,9,1828,0.0678,1961,5.21,2.25,1381.0,1390.0,-1.11,0.88,5.21,2.87,1.76,0.59,-0.092,-0.1223,0.22,1.94,0.18,0.93,1.96,1.76,2.21,2.2,-0.07,0.48,0.02,2.14,2.68,0.99,-0.42,0.0,0.0,0.02,-0.092,-0.1223,9.53,5.21,6.33,3234.0,0.0699,3477.0,190.0,0.05,200.0,5.0,0.1667,6.0,1672.0,0.0732,1804.0
6190,14.55,3.5,1411.0,1442.0,-1.96,1.96,14.55,2.98,9.89,1.68,0.078,-0.0858,0.05829,0.02,1.52,0.25,1.45,2.13,8.41,0.36,0.32,0.55,1.09,9.87,0.18,0.54,0.23,0.94,1.48,2.73,1.68,0.078,-0.0858,0.05829,14.55,14.55,14.55,2796,0.2468,3712,2278,0.227,2947,392,0.259,529,392,0.259,529,5.9,2.76,1389.0,1401.0,-0.94,0.84,5.9,2.07,3.01,0.82,-0.1338,-0.0632,-0.02,1.59,0.1,0.48,2.02,3.01,0.79,0.79,1.32,2.71,-0.08,2.11,3.5,0.97,-0.02,-0.04,-0.08,-0.02,-0.1338,-0.0632,7.7,5.9,7.62,3134.0,0.0986,3477.0,2556.0,0.0914,2813.0,462.0,0.0959,511.0,462.0,0.0959,511.0
6191,9.68,3.5,1378.0,1397.0,-1.96,1.96,9.68,1.98,6.58,1.12,0.0517,-0.089,0.03783,0.01,1.01,0.17,0.97,1.42,5.6,0.24,0.21,0.36,0.73,6.57,0.12,0.36,0.16,0.62,0.98,1.82,1.12,0.0517,-0.089,0.03783,9.68,9.68,9.68,3410,0.0814,3712,35,0.0278,36,504,0.1189,572,1825,0.0694,1961,2.68,5.06,1350.0,1351.0,-0.88,0.91,2.68,1.37,-0.16,1.47,-0.2135,-0.0807,0.2,0.26,0.22,1.11,0.61,-0.16,0.31,0.31,0.52,0.64,-0.35,0.83,0.95,0.22,0.91,0.03,0.25,0.07,-0.2135,-0.0807,6.63,4.47,5.02,3431.0,0.0132,3477.0,28.0,0.0,28.0,450.0,0.0302,464.0,1777.0,0.015,1804.0
6194,17.98,3.5,1434.0,1472.0,-1.96,1.96,17.98,3.68,12.22,2.08,0.0964,-0.0836,0.07269,0.03,1.88,0.31,1.8,2.63,10.4,0.44,0.4,0.67,1.35,12.2,0.22,0.67,0.29,1.16,1.83,3.38,2.08,0.0964,-0.0836,0.07269,17.98,17.98,17.98,2255,0.3925,3712,1853,0.3712,2947,38,0.4328,67,61,0.4554,112,7.94,2.95,1414.0,1429.0,-0.79,0.97,7.94,3.79,3.24,0.92,-0.0835,-0.0831,0.07,1.55,0.45,2.24,1.66,3.24,0.54,0.53,1.57,4.95,0.15,2.11,5.48,0.81,0.06,-0.07,0.12,0.01,-0.0835,-0.0831,10.97,7.94,7.94,2776.0,0.2016,3477.0,2269.0,0.1934,2813.0,56.0,0.1111,63.0,88.0,0.1538,104.0
6199,10.43,3.5,1383.0,1404.0,-1.96,1.96,10.43,2.13,7.09,1.2,0.0558,-0.0885,0.04099,0.02,1.09,0.18,1.04,1.53,6.03,0.26,0.23,0.39,0.78,7.08,0.13,0.39,0.17,0.67,1.06,1.96,1.2,0.0558,-0.0885,0.04099,10.43,10.43,10.43,3336,0.1013,3712,76,0.1163,86,484,0.1538,572,1778,0.0933,1961,3.89,3.01,1364.0,1370.0,-1.22,0.86,3.89,0.61,2.95,0.33,-0.0604,-0.0554,0.16,0.24,0.07,0.37,1.78,2.95,0.44,0.44,1.41,2.88,-0.06,1.86,3.32,0.51,-0.14,-0.04,0.01,-0.01,-0.0604,-0.0554,5.12,3.89,4.91,3357.0,0.0345,3477.0,82.0,0.0465,86.0,437.0,0.0582,464.0,1733.0,0.0394,1804.0
6200,23.2,3.5,1470.0,1513.0,-1.96,1.96,23.2,4.75,15.77,2.68,0.1245,-0.0801,0.0946,0.03,2.43,0.4,2.32,3.4,13.42,0.57,0.51,0.87,1.74,15.73,0.29,0.86,0.37,1.49,2.36,4.36,2.68,0.1245,-0.0801,0.0946,23.2,23.2,23.2,1426,0.6158,3712,29,0.6628,86,178,0.6888,572,708,0.639,1961,18.05,2.69,1537.0,1530.0,-0.99,1.05,18.05,8.81,7.67,1.57,0.0449,-0.0463,-0.02,1.11,1.53,7.7,3.49,7.67,0.72,0.71,4.31,14.67,0.47,5.03,15.37,0.35,1.07,0.08,0.02,0.05,0.0449,-0.0463,10.07,18.05,18.53,1254.0,0.6393,3477.0,15.0,0.8256,86.0,104.0,0.7759,464.0,572.0,0.6829,1804.0
6201,42.57,7.15,1601.0,1645.0,-0.69,1.04,42.57,6.28,28.13,8.15,0.2146,-0.0995,0.47083,0.03,2.89,0.46,3.39,5.68,25.7,0.23,0.61,0.86,4.48,29.09,0.06,0.19,0.56,2.24,2.43,6.81,8.15,0.2146,-0.0995,0.47083,19.7,42.57,42.57,302,0.9186,3712,239,0.9189,2947,12,0.8286,70,28,0.8534,191,11.36,2.68,1456.0,1470.0,-0.84,0.93,11.36,3.52,6.55,1.28,0.1195,-0.1255,0.24,0.29,0.65,3.23,3.58,6.55,1.15,1.15,3.08,8.63,0.18,4.23,9.78,0.71,0.86,-0.03,-0.22,-0.03,0.1195,-0.1255,11.46,11.36,11.42,2152.0,0.3811,3477.0,1794.0,0.3622,2813.0,60.0,0.1304,69.0,149.0,0.1813,182.0
6213,12.25,4.61,1395.0,1420.0,-0.78,0.99,12.25,2.93,6.82,2.5,0.1195,-0.1569,0.07353,0.02,2.71,0.12,0.21,1.97,7.19,0.74,0.13,0.21,0.87,7.4,-0.14,-0.42,0.01,0.05,-0.37,1.82,2.5,0.1195,-0.1569,0.07353,15.99,12.25,13.18,3120,0.1602,3715,2526,0.1434,2949,29,0.1944,36,89,0.2054,112,8.1,3.77,1416.0,1432.0,-0.93,0.84,8.1,3.27,4.44,0.39,-0.0348,-0.0014,-0.05,0.79,0.52,2.48,1.62,4.44,0.47,0.51,1.67,6.44,0.56,2.14,6.93,1.0,-0.5,-0.03,-0.04,-0.04,-0.0348,-0.0014,8.42,8.1,10.37,2741.0,0.2117,3477.0,2243.0,0.2026,2813.0,26.0,0.2121,33.0,86.0,0.1731,104.0
6217,16.94,5.35,1427.0,1463.0,-1.35,0.76,16.94,3.74,12.84,0.36,0.1637,-0.1202,0.05999,0.03,3.3,0.04,0.45,2.36,10.01,-0.03,0.59,0.88,1.07,10.46,-0.13,-0.4,0.81,3.22,2.82,3.19,0.36,0.1637,-0.1202,0.05999,27.71,16.94,16.94,2437,0.3435,3712,1999,0.3217,2947,153,0.1947,190,1315,0.3294,1961,24.2,5.09,1612.0,1578.0,-0.86,0.9,24.2,7.8,14.12,2.28,0.0794,0.0906,0.25,1.65,1.23,6.15,5.36,14.12,2.35,2.35,4.24,17.91,1.92,6.59,20.26,0.58,1.45,0.12,0.12,0.01,0.0794,0.0906,13.01,21.07,26.24,680.0,0.8044,3477.0,591.0,0.7899,2813.0,29.0,0.8457,188.0,284.0,0.8426,1804.0
6220,16.56,6.21,1425.0,1459.0,-1.16,1.0,16.56,3.3,12.01,1.26,0.0222,-0.1254,0.05109,0.03,2.05,0.24,1.24,3.26,12.57,0.87,0.4,0.3,1.81,13.81,-0.08,-0.25,-0.08,-0.31,-0.56,3.21,1.26,0.0222,-0.1254,0.05109,27.14,16.56,19.17,2505,0.3257,3715,2055,0.3032,2949,209,0.2793,290,1352,0.3116,1964,23.67,4.96,1606.0,1574.0,-0.81,1.29,23.67,6.34,16.28,1.05,0.3273,-0.0691,0.22,1.42,0.98,4.92,5.79,16.28,3.01,2.99,3.76,18.2,2.57,6.77,21.2,0.73,0.11,0.17,0.06,-0.03,0.3273,-0.0691,11.49,23.67,23.67,723.0,0.7921,3477.0,630.0,0.776,2813.0,69.0,0.7553,282.0,302.0,0.8326,1804.0
6223,27.7,3.5,1500.0,1545.0,-1.96,1.96,27.7,5.67,18.83,3.2,0.1487,-0.0772,0.11349,0.04,2.9,0.47,2.77,4.06,16.02,0.68,0.61,1.04,2.08,18.79,0.34,1.02,0.45,1.78,2.81,5.2,3.2,0.1487,-0.0772,0.11349,27.7,27.7,27.7,976,0.7371,3712,800,0.7285,2947,19,0.7286,70,451,0.77,1961,25.24,4.96,1625.0,1586.0,-0.91,0.87,25.24,10.32,12.92,2.0,0.3165,0.0287,0.02,1.93,1.68,8.39,5.81,12.92,0.82,0.81,6.67,20.5,0.71,7.48,21.31,0.53,1.33,0.15,-0.08,0.07,0.3165,0.0287,11.1,25.24,27.34,601.0,0.8271,3477.0,520.0,0.8151,2813.0,11.0,0.8333,66.0,246.0,0.8636,1804.0
6226,31.97,4.59,1529.0,1575.0,-0.91,1.06,31.97,5.12,24.84,2.01,0.2881,0.0535,0.05656,-0.04,2.68,0.43,2.44,6.9,25.27,0.7,2.23,2.82,1.5,27.71,-0.2,-0.6,0.04,0.17,-0.43,7.08,2.01,0.2881,0.0535,0.05656,24.15,31.97,32.27,691,0.8138,3712,559,0.8103,2947,16,0.828,93,32,0.7698,139,16.95,4.6,1524.0,1521.0,-0.87,0.88,16.95,4.8,8.16,3.99,0.1787,0.2861,0.36,1.95,1.01,2.85,3.74,8.16,2.84,3.56,1.92,7.45,0.93,4.75,11.01,0.03,3.18,0.57,0.16,0.04,0.1787,0.2861,13.18,16.95,17.41,1371.0,0.6057,3477.0,1173.0,0.583,2813.0,35.0,0.5977,87.0,58.0,0.5433,127.0
6228,10.23,5.71,1382.0,1402.0,-1.15,1.12,10.23,3.22,4.3,2.71,0.0156,-0.1255,0.07756,0.06,2.46,0.2,0.76,1.18,2.9,0.81,0.38,-0.03,0.13,3.66,0.39,1.17,0.06,0.23,1.4,1.74,2.71,0.0156,-0.1255,0.07756,16.61,10.23,10.23,3358,0.0954,3712,140,0.2593,189,493,0.1381,572,1795,0.0847,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230,14.85,6.9,1413.0,1445.0,-0.83,0.94,14.85,4.47,8.92,1.47,0.2365,-0.1558,0.01016,0.0,2.32,0.36,2.15,2.53,9.2,0.64,0.48,0.58,1.11,11.34,-0.0,-0.0,-0.07,-0.28,-0.28,2.73,1.47,0.2365,-0.1558,0.01016,12.75,14.85,16.55,2741,0.2616,3712,55,0.1129,62,374,0.3462,572,55,0.1129,62,3.57,4.76,1361.0,1365.0,-0.98,0.79,3.57,1.76,1.6,0.2,-0.0005,-0.0475,0.25,0.34,0.28,1.43,0.93,1.6,0.91,0.92,0.29,2.16,0.28,1.2,3.03,0.37,-0.2,-0.02,0.11,-0.05,-0.0005,-0.0475,8.61,3.57,6.27,3385.0,0.0265,3477.0,60.0,0.0164,61.0,444.0,0.0431,464.0,60.0,0.0164,61.0
6232,12.18,5.52,1395.0,1421.0,-1.07,1.2,12.18,1.47,7.51,3.2,-0.1206,-0.1217,0.15382,0.08,0.58,0.23,0.89,1.99,7.8,0.31,0.42,0.33,0.96,8.68,0.24,0.71,-0.25,-1.0,-0.29,2.0,3.2,-0.1206,-0.1217,0.15382,18.8,12.18,12.18,3122,0.1589,3712,109,0.4233,189,435,0.2395,572,1673,0.1469,1961,11.09,2.7,1452.0,1467.0,-0.88,1.24,11.09,4.77,5.21,1.11,-0.0944,-0.0975,-0.01,1.25,0.7,3.52,2.52,5.21,0.68,0.68,2.55,8.05,0.28,3.22,8.73,0.46,0.68,-0.02,-0.0,0.0,-0.0944,-0.0975,9.94,11.09,11.09,2194.0,0.369,3477.0,41.0,0.6963,135.0,232.0,0.5,464.0,1088.0,0.3969,1804.0
